bib	0.57067	0.41215	0.46499
bible	0.62351	0.43857	0.42536
bicker	0.25892	0.54293	0.44386
bicyclist	0.54822	0.48613	0.51255
bikini	0.68956	0.66314	0.5218
binge	0.2642	0.48745	0.40026
binoculars	0.65125	0.4214	0.65258
bird	0.79524	0.25363	0.41876
birth	0.84412	0.7358	0.49009
birthday	0.87054	0.71731	0.61295
bitch	0.23118	0.67503	0.41083
black	0.5469	0.44386	0.51387
blackmail	0.22457	0.63144	0.30251
blade	0.40291	0.63672	0.4782
blame	0.20079	0.48613	0.29326
bland	0.37649	0.26948	0.47952
blanket	0.75165	0.28534	0.59445
blase	0.48085	0.35535	0.43857
blasphemy	0.33025	0.48613	0.46235
bleed	0.22721	0.57992	0.35403
bless	0.78468	0.36988	0.56407
blight	0.36724	0.45046	0.41612
blind	0.23778	0.4148	0.26816
bliss	0.75297	0.41744	0.64333
blister	0.21532	0.37649	0.36063
blob	0.52576	0.47028	0.58785
blond	0.68428	0.50462	0.59313
blonde	0.65125	0.47688	0.51387
blood	0.31572	0.62748	0.43461
bloody	0.21797	0.68164	0.35799
bloom	0.78732	0.49009	0.54293
blossom	0.79392	0.49934	0.56539
blouse	0.59445	0.42008	0.45707
blowdryer	0.53633	0.34214	0.54954
blubber	0.29987	0.43857	0.34478
blue	0.72787	0.40423	0.5786
blues	0.37781	0.29194	0.46235
blurt	0.42668	0.54293	0.46235
board	0.4716	0.27873	0.49273
boat	0.86394	0.53633	0.58256
body	0.56803	0.56407	0.54029
bold	0.73316	0.57464	0.71598
bolt	0.55086	0.59181	0.50594
bomb	0.11229	0.77939	0.43461
bone	0.49538	0.44518	0.47952
bonus	0.89168	0.73712	0.73712
book	0.59049	0.38573	0.53501
boom	0.50859	0.71598	0.44254
boost	0.67107	0.56407	0.51387
booth	0.5218	0.3897	0.52576
boots	0.62351	0.45178	0.59709
bored	0.22457	0.20872	0.37781
boring	0.28137	0.13738	0.38705
bothered	0.23118	0.64993	0.38573
bottle	0.64729	0.46764	0.46631
bounty	0.50594	0.57992	0.49009
bouquet	0.76222	0.55614	0.64729
bowl	0.53897	0.29326	0.45443
boxer	0.56275	0.51123	0.50859
boy	0.66975	0.43989	0.54029
boyfriend	0.59313	0.59181	0.45178
bracelet	0.64993	0.50859	0.55746
braces	0.25363	0.52708	0.35007
brain	0.71995	0.56539	0.61823
brave	0.77939	0.64729	0.78864
break	0.44122	0.52576	0.52972
breast	0.69353	0.54425	0.5469
breath	0.63672	0.46499	0.62748
breathless	0.43461	0.60766	0.40423
breeze	0.73976	0.41215	0.56671
bribe	0.38177	0.62748	0.42668
brick	0.46764	0.42404	0.51387
bride	0.80449	0.56803	0.59313
bridge	0.52972	0.49934	0.4531
bright	0.82563	0.54822	0.67239
broken	0.23778	0.55218	0.38177
brood	0.43857	0.4465	0.52312
broom	0.47292	0.26156	0.52576
broth	0.52576	0.35403	0.53897
brother	0.77411	0.45707	0.51123
brow	0.53501	0.30647	0.51255
brownie	0.80317	0.64069	0.62351
bruise	0.28137	0.61823	0.43197
brutal	0.20476	0.70674	0.44122
bucket	0.50859	0.38573	0.54029
buffalo	0.63276	0.44122	0.40291
bug	0.32761	0.57067	0.42933
bugle	0.53104	0.45971	0.49934
building	0.53369	0.35271	0.5284
bulb	0.51783	0.39498	0.50859
bulge	0.29194	0.4716	0.40555
bullet	0.26948	0.53897	0.35007
bumble	0.47292	0.49934	0.46367
bunny	0.79128	0.3712	0.49141
burdened	0.16513	0.5786	0.49934
burglar	0.16777	0.70938	0.28534
burial	0.10568	0.50594	0.30383
burn	0.19551	0.65654	0.39234
bury	0.321	0.5852	0.38441
bus	0.43065	0.30383	0.47424
bustle	0.55218	0.60106	0.48613
busy	0.38838	0.43989	0.45443
busybody	0.51783	0.47424	0.55482
butler	0.61823	0.45575	0.55878
butt	0.68956	0.58785	0.62351
butter	0.53897	0.25363	0.45178
butterfly	0.78203	0.29326	0.44914
button	0.52312	0.3395	0.5852
cab	0.43329	0.35931	0.39894
cabinet	0.50198	0.28798	0.45971
cake	0.79392	0.49538	0.51651
calender	0.55086	0.34214	0.48877
calf	0.5469	0.37781	0.63408
calm	0.72391	0.31044	0.67635
camel	0.57728	0.40819	0.50727
campus	0.63672	0.46764	0.49934
cancel	0.29194	0.40423	0.37384
cancer	0.03303	0.68296	0.28666
candlestick	0.55218	0.39894	0.49538
candy	0.69881	0.43989	0.53897
cane	0.36328	0.3897	0.39894
cannon	0.48217	0.45707	0.51783
canoe	0.66579	0.46764	0.60898
canyon	0.59577	0.53369	0.33554
capability	0.75958	0.55218	0.67503
capable	0.78071	0.50594	0.68956
cape	0.67107	0.49934	0.63672
car	0.85601	0.65918	0.75694
carcass	0.27609	0.47292	0.48217
card	0.57596	0.42008	0.57067
care	0.82959	0.63144	0.67635
carefree	0.83091	0.38573	0.59841
caress	0.87054	0.51387	0.60502
caring	0.73844	0.41347	0.59841
carnival	0.72919	0.6539	0.57464
carpet	0.51783	0.31836	0.51387
carrot	0.55218	0.35007	0.61295
cartoon	0.75165	0.56407	0.59709
carve	0.50594	0.45839	0.47952
carwash	0.62748	0.45178	0.55218
cash	0.94055	0.80845	0.75429
casino	0.73448	0.69485	0.51123
cast	0.42404	0.42933	0.50594
castle	0.81638	0.64465	0.68428
castrate	0.12021	0.59445	0.19815
cat	0.59049	0.41347	0.64861
cattle	0.56143	0.3897	0.57067
cave	0.46631	0.5535	0.4214
cavern	0.57728	0.53236	0.53236
cavity	0.17701	0.64597	0.29723
cavort	0.50859	0.47688	0.49141
cease	0.42668	0.3963	0.44782
ceiling	0.55482	0.36856	0.51915
cell	0.3395	0.37384	0.37913
cellar	0.40555	0.4148	0.45046
cemetery	0.1823	0.4716	0.39894
cereal	0.80581	0.50594	0.66446
chair	0.50594	0.25099	0.43725
chalk	0.48085	0.29458	0.45575
challenge	0.68428	0.68428	0.63672
champ	0.78336	0.62748	0.72919
champagne	0.75958	0.61823	0.55218
champion	0.9498	0.60766	0.69353
chance	0.63012	0.54557	0.44782
change	0.52708	0.5284	0.46764
chaos	0.38573	0.71598	0.34478
character	0.6103	0.51783	0.59709
charm	0.72919	0.51651	0.57067
chase	0.50462	0.69353	0.44782
checkerboard	0.60106	0.39102	0.50462
cheer	0.90489	0.64333	0.62748
cheerful	0.90489	0.67503	0.73184
cheerleader	0.69089	0.58388	0.60238
cheese	0.67107	0.5218	0.49141
cheeseburger	0.84016	0.62748	0.68824
chef	0.79392	0.58388	0.67107
chess	0.55878	0.37252	0.49538
chest	0.66182	0.5535	0.5535
chicken	0.7424	0.50859	0.60502
child	0.77015	0.56803	0.50859
chimney	0.59049	0.29194	0.51123
chin	0.53369	0.27213	0.52972
chocolate	0.74373	0.53369	0.51915
choice	0.75165	0.52576	0.80317
choir	0.68164	0.42933	0.56143
choke	0.14927	0.67239	0.21929
chore	0.19683	0.29987	0.26552
christmas	0.86526	0.66314	0.54425
church	0.66446	0.40819	0.49538
cider	0.63144	0.37649	0.55878
cigar	0.44386	0.38177	0.51915
cigarette	0.15984	0.54161	0.43461
cinema	0.87318	0.65125	0.64597
circle	0.58388	0.34478	0.49934
circus	0.79921	0.62351	0.5469
city	0.63144	0.52708	0.59313
clan	0.48613	0.49538	0.50066
clarinet	0.58785	0.42536	0.55218
class	0.41215	0.35403	0.46896
clause	0.48613	0.3897	0.41612
claw	0.39366	0.47028	0.45443
clay	0.53897	0.34082	0.56143
clean	0.78996	0.46896	0.74637
cleavage	0.67107	0.56539	0.63144
cleft	0.38045	0.35403	0.45178
clench	0.42008	0.5786	0.41215
cliff	0.45178	0.6605	0.40951
cliffdiver	0.60106	0.61823	0.5218
climax	0.75033	0.78336	0.60898
cling	0.43197	0.39366	0.46499
clinic	0.45839	0.47028	0.38838
clock	0.51387	0.36592	0.45178
closet	0.52312	0.43857	0.6037
clot	0.24835	0.45575	0.31836
cloth	0.53104	0.30383	0.51387
clothe	0.62351	0.44254	0.60106
clothes	0.71466	0.60898	0.69617
clothing	0.69881	0.46631	0.53897
clouds	0.65125	0.27081	0.52444
clown	0.5469	0.55218	0.47688
clue	0.57067	0.56407	0.49934
clumsy	0.36328	0.51915	0.34478
coach	0.65522	0.57332	0.47292
coarse	0.43593	0.39102	0.49538
coast	0.62483	0.44122	0.58388
coax	0.46367	0.47292	0.51783
cocaine	0.28005	0.48613	0.45575
cockpit	0.66843	0.56539	0.46631
cockroach	0.20608	0.64201	0.46103
cocoa	0.79657	0.56671	0.63276
cod	0.48877	0.36988	0.51255
coddle	0.47028	0.42008	0.50462
coffin	0.17305	0.49934	0.37384
cognition	0.57067	0.44122	0.56935
coin	0.63012	0.40159	0.58256
cold	0.36592	0.52048	0.45443
colony	0.53236	0.47688	0.57067
color	0.76222	0.45971	0.64993
column	0.51783	0.31308	0.47028
comedy	0.94055	0.60766	0.5535
comet	0.65786	0.62351	0.40291
comfort	0.76882	0.35403	0.58785
comfortable	0.90092	0.30911	0.71995
command	0.43857	0.57992	0.3963
communism	0.20476	0.56803	0.24042
compel	0.49141	0.55218	0.56539
competent	0.76882	0.54029	0.72259
complete	0.91413	0.59445	0.80713
complex	0.5284	0.57728	0.54029
compulsive	0.38177	0.58785	0.36856
computer	0.65918	0.46235	0.53369
concentrate	0.5218	0.44914	0.49141
concerned	0.3712	0.56803	0.42272
concert	0.84676	0.80185	0.58917
concrete	0.53765	0.36724	0.59709
condom	0.66711	0.68428	0.66711
confident	0.88904	0.65654	0.84941
confused	0.25892	0.63144	0.39498
confusion	0.29194	0.63672	0.23646
conquer	0.74108	0.73184	0.7926
conquest	0.60766	0.69353	0.59181
consoled	0.59841	0.43329	0.4214
constructive	0.64465	0.51255	0.60502
contempt	0.34346	0.53236	0.51255
contents	0.48085	0.40555	0.47556
context	0.5218	0.39234	0.51783
continuation	0.58785	0.48613	0.51255
control	0.68824	0.61823	0.73184
controlling	0.33686	0.64069	0.51783
convey	0.57596	0.44782	0.59445
cook	0.64861	0.4214	0.51387
cookie	0.83884	0.55218	0.64993
cookout	0.80053	0.64597	0.62351
cool	0.73712	0.38573	0.62351
cope	0.44254	0.45046	0.46367
copper	0.54161	0.31176	0.53369
cord	0.50859	0.30251	0.49538
core	0.46896	0.38705	0.56143
cork	0.52444	0.33686	0.49273
corn	0.62748	0.43857	0.58917
corner	0.41083	0.35139	0.37913
corpse	0.12285	0.46103	0.30911
corridor	0.47952	0.3144	0.49538
corrupt	0.27345	0.45178	0.44782
costume	0.80449	0.62748	0.74108
cottage	0.68692	0.28269	0.5469
couch	0.73052	0.36724	0.60502
counselor	0.4531	0.43461	0.37252
country	0.61823	0.52972	0.62219
couple	0.81374	0.679	0.63012
coupon	0.68428	0.50859	0.60502
court	0.2893	0.58388	0.30515
courtyard	0.59445	0.36328	0.53501
cousin	0.66975	0.4782	0.51255
cow	0.57067	0.2959	0.53765
coward	0.19683	0.37252	0.20872
cowboy	0.69089	0.59445	0.58917
coyote	0.47688	0.52048	0.35403
cozy	0.8111	0.27345	0.48085
crab	0.53236	0.45839	0.55482
crackers	0.60106	0.42536	0.56143
craft	0.69881	0.45575	0.53897
cram	0.25231	0.68032	0.35931
cranky	0.21797	0.54293	0.4148
crash	0.14003	0.75297	0.2893
crave	0.47952	0.64465	0.35931
crazy	0.61823	0.66446	0.51255
create	0.73184	0.59445	0.61295
creek	0.70013	0.44518	0.51783
crime	0.21664	0.54954	0.37913
criminal	0.22193	0.46764	0.27609
cripple	0.21664	0.51387	0.31572
crisis	0.19683	0.5535	0.31044
critic	0.23646	0.58388	0.26552
criticism	0.19815	0.65125	0.24571
critique	0.4148	0.54425	0.37252
crocodile	0.49538	0.63144	0.38573
crossword	0.5535	0.35799	0.54425
crowd	0.48613	0.53501	0.3461
crown	0.7041	0.40026	0.6354
crucify	0.12946	0.68956	0.32893
crude	0.24703	0.50462	0.39894
cruel	0.09511	0.5852	0.39498
cruise	0.78203	0.60502	0.5786
cruiseship	0.84676	0.72787	0.53633
crumbs	0.39894	0.42933	0.53633
crunch	0.60502	0.54425	0.57067
crush	0.61427	0.71995	0.42536
crushed	0.12682	0.56407	0.27873
crutch	0.28798	0.38177	0.35139
cuddle	0.85469	0.41612	0.60766
cuisine	0.71202	0.4148	0.54954
cult	0.16248	0.64729	0.2893
culture	0.61427	0.48217	0.57067
cup	0.5535	0.32365	0.5786
cupboard	0.46764	0.34082	0.48217
cupcake	0.786	0.61823	0.58388
cure	0.91546	0.70277	0.63276
curious	0.63804	0.6037	0.55086
curtains	0.47292	0.31968	0.50198
curve	0.56671	0.50462	0.52048
custom	0.60766	0.45046	0.49538
cut	0.31572	0.49538	0.45575
cute	0.84148	0.56539	0.47688
cyclone	0.31044	0.67503	0.48085
dagger	0.28137	0.64597	0.43197
daisy	0.82299	0.35799	0.53897
damage	0.23778	0.57067	0.34742
damn	0.43197	0.55218	0.51915
damp	0.321	0.37252	0.4214
dance	0.80978	0.72127	0.63276
dancer	0.77807	0.62748	0.63012
danger	0.22457	0.80185	0.30911
dare	0.59577	0.70277	0.49538
dark	0.45707	0.40026	0.47424
daughter	0.67503	0.50991	0.5852
dawn	0.64861	0.4148	0.51651
day	0.71466	0.49538	0.61162
daylight	0.73316	0.46499	0.55878
daze	0.50066	0.36328	0.44122
dazzle	0.79789	0.67107	0.57728
dead	0.09115	0.59181	0.21004
deadly	0.19551	0.70938	0.29194
death	0.04756	0.44122	0.29326
debt	0.12814	0.5852	0.23382
decapitate	0.15852	0.68164	0.26816
decay	0.1889	0.4214	0.3144
deceit	0.21797	0.5852	0.35667
decency	0.60502	0.42933	0.58785
decompose	0.2576	0.44914	0.36592
decorate	0.75033	0.51387	0.63408
deed	0.60766	0.51519	0.59181
defeat	0.22721	0.5786	0.31044
defeated	0.14399	0.50727	0.24571
defecate	0.27477	0.51387	0.46499
defend	0.63672	0.62351	0.66314
defer	0.37649	0.42668	0.46367
defiant	0.39762	0.64069	0.59709
deformed	0.15324	0.37252	0.35667
defy	0.54822	0.5786	0.62748
delayed	0.24042	0.57728	0.31572
delight	0.82299	0.71731	0.5852
delight	0.92602	0.5535	0.59974
delude	0.45707	0.37649	0.5218
demand	0.33157	0.59445	0.47688
democracy	0.70013	0.5469	0.63276
demon	0.11361	0.72787	0.48085
den	0.59049	0.29723	0.64993
denial	0.26816	0.63144	0.3712
denote	0.4465	0.41612	0.47292
dent	0.22193	0.58653	0.36724
dentist	0.36592	0.59181	0.33686
deny	0.33554	0.47688	0.41083
depart	0.3144	0.41215	0.3144
depressed	0.07662	0.45839	0.19683
depression	0.07926	0.43461	0.21929
derelict	0.40026	0.37649	0.46631
descent	0.49538	0.43989	0.47292
desert	0.49009	0.4716	0.49538
deserter	0.15852	0.56143	0.33289
desire	0.85073	0.80581	0.69221
desk	0.45046	0.36724	0.56803
despairing	0.15588	0.5852	0.28798
despise	0.10304	0.66446	0.45839
destroy	0.18362	0.73712	0.48745
destruction	0.25231	0.6037	0.35403
detach	0.25627	0.38838	0.35403
detached	0.34478	0.39762	0.3144
detail	0.56803	0.37649	0.52312
detain	0.23514	0.56407	0.30779
detest	0.12153	0.6354	0.60502
devil	0.12682	0.63672	0.54161
devote	0.66975	0.54425	0.65258
devoted	0.81374	0.52576	0.65125
devour	0.57728	0.5469	0.49538
dew	0.57332	0.31572	0.50859
diamond	0.88111	0.56539	0.56671
diary	0.59181	0.32232	0.67768
dice	0.59049	0.49009	0.44782
die	0.16248	0.67768	0.17173
difficult	0.22193	0.62219	0.38838
dignified	0.77279	0.37913	0.64333
dinner	0.78071	0.55218	0.64069
diploma	0.89168	0.58388	0.72787
dirt	0.38573	0.33157	0.47292
dirty	0.24174	0.47952	0.45575
disability	0.16777	0.42404	0.15588
disappoint	0.15059	0.48481	0.26948
disappointed	0.12682	0.4716	0.24571
disappointment	0.14795	0.44254	0.2576
disaster	0.06341	0.67107	0.29987
discomfort	0.12417	0.38573	0.34478
discount	0.82299	0.64069	0.61955
discouraged	0.23118	0.43329	0.31176
disdainful	0.321	0.50066	0.43593
disease	0.10304	0.53765	0.19287
disgusted	0.15852	0.55086	0.40819
disgusting	0.22589	0.51915	0.31572
dishes	0.31308	0.3712	0.47424
disk	0.5284	0.34478	0.57992
disloyal	0.08983	0.70145	0.33554
disorder	0.19419	0.55086	0.19287
displeased	0.20343	0.57992	0.38838
distracted	0.42668	0.43725	0.37252
distress	0.18758	0.58785	0.23514
distressed	0.09115	0.68032	0.33157
disturb	0.31836	0.60106	0.43593
diver	0.68692	0.50066	0.50066
divert	0.4214	0.52444	0.48085
divorce	0.12814	0.67107	0.26552
doctor	0.5218	0.60898	0.48085
dog	0.83487	0.59577	0.6605
doll	0.63937	0.39498	0.44386
dollar	0.82166	0.63672	0.67107
donate	0.74505	0.42668	0.71995
donkey	0.56671	0.39234	0.58388
donor	0.68428	0.50991	0.63672
door	0.51255	0.33686	0.45443
doubt	0.28798	0.42933	0.31572
doubtful	0.28534	0.40026	0.33157
dough	0.63937	0.44122	0.58653
dove	0.74637	0.33554	0.55878
dragon	0.55218	0.56143	0.4148
drama	0.34478	0.679	0.53765
dreadful	0.13342	0.60634	0.37649
dream	0.72391	0.43329	0.56539
dreams	0.77807	0.69089	0.54557
dreary	0.23778	0.22853	0.33818
dress	0.68164	0.36988	0.49538
drill	0.41612	0.54822	0.46896
driver	0.64465	0.4782	0.67371
droop	0.25892	0.28269	0.35799
drown	0.1255	0.73844	0.1889
drown	0.08851	0.70277	0.21268
drugs	0.33157	0.62748	0.46235
drunk	0.64993	0.64201	0.43461
dryer	0.49934	0.33554	0.56143
ducks	0.6539	0.40819	0.52708
duct	0.47688	0.38573	0.51783
duet	0.66314	0.55218	0.53104
dumb	0.23118	0.39498	0.32232
dummy	0.28137	0.40951	0.31968
dump	0.25892	0.37913	0.34082
dune	0.49934	0.38573	0.50859
dusk	0.54822	0.41215	0.46499
dust	0.35007	0.37649	0.42933
dustpan	0.36063	0.28798	0.55482
duty	0.60238	0.5033	0.52048
dwarf	0.50991	0.40555	0.51387
dwell	0.4782	0.36328	0.54161
eager	0.80185	0.70277	0.51387
eagerness	0.65522	0.66579	0.5469
eagle	0.63144	0.46367	0.46764
earth	0.77939	0.39498	0.57596
ease	0.75033	0.29194	0.72127
easel	0.54954	0.42008	0.55218
easy	0.77279	0.42668	0.75958
easygoing	0.786	0.40291	0.5284
eat	0.82166	0.58653	0.57464
echo	0.64993	0.50462	0.51783
ecstasy	0.88904	0.80978	0.71731
ecstatic	0.94584	0.85337	0.64597
education	0.71863	0.59313	0.64729
effective	0.7675	0.49934	0.64465
efficient	0.76882	0.57067	0.68428
egg	0.53369	0.33157	0.42801
ego	0.50462	0.45046	0.71466
ejaculate	0.61691	0.70938	0.58124
elated	0.81902	0.65522	0.56539
elbow	0.51123	0.33818	0.47952
elderly	0.47688	0.36724	0.34082
elegant	0.81638	0.43329	0.62087
elephant	0.69089	0.57332	0.45575
elevator	0.5535	0.38441	0.40555
embark	0.68956	0.60502	0.64993
embarrass	0.16513	0.64597	0.20211
embarrassed	0.23514	0.6103	0.214
embarrassment	0.14399	0.69881	0.19287
embattled	0.4148	0.54293	0.47028
emotional	0.41083	0.59445	0.40159
empathy	0.53765	0.47028	0.40687
empire	0.66182	0.58124	0.66579
employment	0.68956	0.53236	0.59181
enable	0.61823	0.50859	0.61427
encourage	0.79524	0.56803	0.69089
end	0.2893	0.4214	0.41744
endure	0.56143	0.56935	0.61559
energy	0.78996	0.74637	0.75033
enforcement	0.38573	0.59181	0.39894
engage	0.66843	0.62219	0.52576
engaged	0.89168	0.72919	0.69221
engine	0.5218	0.36063	0.49538
engulf	0.46103	0.48613	0.41215
enjoy	0.91413	0.67107	0.68032
enjoyment	0.86526	0.5218	0.68824
enlist	0.36724	0.55746	0.41744
ennui	0.50727	0.41612	0.45178
enraged	0.15984	0.88771	0.67107
